,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,antecedent_len
4169,frozenset({'902412'}),"frozenset({'902449', '902405'})",0.0098,0.0094,0.0012,0.1252,13.3485,0.0011,1.1324,1
4170,frozenset({'902449'}),frozenset({'902452'}),0.0405,0.0079,0.0034,0.0829,10.5152,0.003,1.0818,1
4171,frozenset({'902452'}),frozenset({'902449'}),0.0079,0.0405,0.0034,0.426,10.5152,0.003,1.6715,1
4172,frozenset({'902452'}),frozenset({'902450'}),0.0079,0.0455,0.0031,0.3894,8.5622,0.0027,1.5632,1
4173,frozenset({'902450'}),frozenset({'902452'}),0.0455,0.0079,0.0031,0.0675,8.5622,0.0027,1.0639,1
4174,frozenset({'902453'}),frozenset({'902452'}),0.025,0.0079,0.0027,0.1079,13.6937,0.0025,1.1121,1
4175,frozenset({'902452'}),frozenset({'902453'}),0.0079,0.025,0.0027,0.3419,13.6937,0.0025,1.4815,1
4176,frozenset({'902457'}),frozenset({'902452'}),0.0143,0.0079,0.0022,0.1569,19.9167,0.0021,1.1768,1
4177,frozenset({'902452'}),frozenset({'902457'}),0.0079,0.0143,0.0022,0.2852,19.9167,0.0021,1.3789,1
4178,frozenset({'902452'}),frozenset({'902454'}),0.0079,0.0168,0.0029,0.3638,21.7146,0.0027,1.5455,1
4179,frozenset({'902454'}),frozenset({'902452'}),0.0168,0.0079,0.0029,0.1711,21.7146,0.0027,1.1969,1
4180,frozenset({'902451'}),frozenset({'902452'}),0.0168,0.0079,0.0016,0.0958,12.1586,0.0015,1.0972,1
4181,frozenset({'902452'}),frozenset({'902451'}),0.0079,0.0168,0.0016,0.2048,12.1586,0.0015,1.2363,1
4182,frozenset({'902452'}),frozenset({'902443'}),0.0079,0.01,0.0012,0.1499,15.0596,0.0011,1.1646,1
4183,frozenset({'902443'}),frozenset({'902452'}),0.01,0.0079,0.0012,0.1187,15.0596,0.0011,1.1257,1
4184,frozenset({'902452'}),frozenset({'902435'}),0.0079,0.0158,0.0013,0.1682,10.6429,0.0012,1.1832,1
4185,frozenset({'902435'}),frozenset({'902452'}),0.0158,0.0079,0.0013,0.0839,10.6429,0.0012,1.0829,1
4186,frozenset({'902452'}),frozenset({'902436'}),0.0079,0.0134,0.0013,0.159,11.8973,0.0011,1.1732,1
4187,frozenset({'902436'}),frozenset({'902452'}),0.0134,0.0079,0.0013,0.0938,11.8973,0.0011,1.0948,1
4188,frozenset({'902452'}),frozenset({'902442'}),0.0079,0.0281,0.0021,0.2687,9.5569,0.0019,1.329,1
4189,frozenset({'902442'}),frozenset({'902452'}),0.0281,0.0079,0.0021,0.0753,9.5569,0.0019,1.0729,1
4190,frozenset({'902452'}),frozenset({'902405'}),0.0079,0.0611,0.0018,0.2322,3.8012,0.0013,1.2228,1
4191,frozenset({'902405'}),frozenset({'902452'}),0.0611,0.0079,0.0018,0.03,3.8012,0.0013,1.0228,1
4192,frozenset({'902452'}),frozenset({'902459'}),0.0079,0.0203,0.0014,0.181,8.904,0.0013,1.1962,1
4193,frozenset({'902459'}),frozenset({'902452'}),0.0203,0.0079,0.0014,0.0702,8.904,0.0013,1.067,1
4194,frozenset({'902456'}),frozenset({'902452'}),0.018,0.0079,0.0025,0.139,17.6369,0.0024,1.1523,1
4195,frozenset({'902452'}),frozenset({'902456'}),0.0079,0.018,0.0025,0.3181,17.6369,0.0024,1.44,1
4196,frozenset({'902452'}),frozenset({'902434'}),0.0079,0.0179,0.001,0.1298,7.243,0.0009,1.1286,1
4197,frozenset({'902434'}),frozenset({'902452'}),0.0179,0.0079,0.001,0.0571,7.243,0.0009,1.0522,1
4198,"frozenset({'902449', '902452'})",frozenset({'902450'}),0.0034,0.0455,0.002,0.6009,13.2118,0.0019,2.3914,2
4199,"frozenset({'902449', '902450'})",frozenset({'902452'}),0.0192,0.0079,0.002,0.1052,13.3484,0.0019,1.1087,2
4200,"frozenset({'902452', '902450'})",frozenset({'902449'}),0.0031,0.0405,0.002,0.6573,16.2255,0.0019,2.7996,2
4201,frozenset({'902449'}),"frozenset({'902452', '902450'})",0.0405,0.0031,0.002,0.0498,16.2255,0.0019,1.0492,1
4202,frozenset({'902452'}),"frozenset({'902449', '902450'})",0.0079,0.0192,0.002,0.2559,13.3484,0.0019,1.3182,1
4203,frozenset({'902450'}),"frozenset({'902449', '902452'})",0.0455,0.0034,0.002,0.0443,13.2118,0.0019,1.0429,1
4204,"frozenset({'902449', '902453'})",frozenset({'902452'}),0.0114,0.0079,0.0017,0.1496,18.9794,0.0016,1.1666,2
4205,"frozenset({'902449', '902452'})",frozenset({'902453'}),0.0034,0.025,0.0017,0.5064,20.2859,0.0016,1.9755,2
4206,"frozenset({'902453', '902452'})",frozenset({'902449'}),0.0027,0.0405,0.0017,0.631,15.5773,0.0016,2.6004,2
4207,frozenset({'902449'}),"frozenset({'902453', '902452'})",0.0405,0.0027,0.0017,0.042,15.5773,0.0016,1.041,1
4208,frozenset({'902453'}),"frozenset({'902449', '902452'})",0.025,0.0034,0.0017,0.0681,20.2859,0.0016,1.0695,1
4209,frozenset({'902452'}),"frozenset({'902449', '902453'})",0.0079,0.0114,0.0017,0.2157,18.9794,0.0016,1.2606,1
4210,"frozenset({'902453', '902452'})",frozenset({'902450'}),0.0027,0.0455,0.0015,0.5401,11.876,0.0013,2.0755,2
4211,"frozenset({'902453', '902450'})",frozenset({'902452'}),0.0093,0.0079,0.0015,0.1566,19.8719,0.0014,1.1763,2
4212,"frozenset({'902452', '902450'})",frozenset({'902453'}),0.0031,0.025,0.0015,0.4742,18.9937,0.0014,1.8543,2
4213,frozenset({'902453'}),"frozenset({'902452', '902450'})",0.025,0.0031,0.0015,0.0583,18.9937,0.0014,1.0586,1
4214,frozenset({'902452'}),"frozenset({'902453', '902450'})",0.0079,0.0093,0.0015,0.1846,19.8719,0.0014,1.2151,1
4215,frozenset({'902450'}),"frozenset({'902453', '902452'})",0.0455,0.0027,0.0015,0.032,11.876,0.0013,1.0303,1
4216,"frozenset({'902453', '902452'})",frozenset({'902454'}),0.0027,0.0168,0.0012,0.4385,26.1733,0.0011,1.7511,2
4217,"frozenset({'902453', '902454'})",frozenset({'902452'}),0.0053,0.0079,0.0012,0.2228,28.2777,0.0011,1.2766,2
4218,"frozenset({'902452', '902454'})",frozenset({'902453'}),0.0029,0.025,0.0012,0.4121,16.5055,0.0011,1.6584,2
4219,frozenset({'902453'}),"frozenset({'902452', '902454'})",0.025,0.0029,0.0012,0.0473,16.5055,0.0011,1.0467,1
4220,frozenset({'902452'}),"frozenset({'902453', '902454'})",0.0079,0.0053,0.0012,0.1499,28.2777,0.0011,1.1701,1
4221,frozenset({'902454'}),"frozenset({'902453', '902452'})",0.0168,0.0027,0.0012,0.0705,26.1733,0.0011,1.073,1
4222,"frozenset({'902449', '902453', '902452'})",frozenset({'902450'}),0.0017,0.0455,0.0011,0.6356,13.9756,0.001,2.6194,3
4223,"frozenset({'902449', '902453', '902450'})",frozenset({'902452'}),0.0063,0.0079,0.0011,0.1708,21.6808,0.001,1.1965,3
4224,"frozenset({'902449', '902452', '902450'})",frozenset({'902453'}),0.002,0.025,0.0011,0.5357,21.4586,0.001,2.1001,3
4225,"frozenset({'902453', '902452', '902450'})",frozenset({'902449'}),0.0015,0.0405,0.0011,0.7426,18.3312,0.001,3.7273,3
4226,"frozenset({'902449', '902453'})","frozenset({'902452', '902450'})",0.0114,0.0031,0.0011,0.0951,30.9792,0.001,1.1017,2
4227,"frozenset({'902449', '902452'})","frozenset({'902453', '902450'})",0.0034,0.0093,0.0011,0.3219,34.6427,0.001,1.461,2
4228,"frozenset({'902449', '902450'})","frozenset({'902453', '902452'})",0.0192,0.0027,0.0011,0.0563,20.9174,0.001,1.0569,2
4229,"frozenset({'902453', '902452'})","frozenset({'902449', '902450'})",0.0027,0.0192,0.0011,0.4011,20.9174,0.001,1.6376,2
4230,"frozenset({'902453', '902450'})","frozenset({'902449', '902452'})",0.0093,0.0034,0.0011,0.1163,34.6427,0.001,1.1278,2
4231,"frozenset({'902452', '902450'})","frozenset({'902449', '902453'})",0.0031,0.0114,0.0011,0.3521,30.9792,0.001,1.5259,2
4232,frozenset({'902449'}),"frozenset({'902453', '902452', '902450'})",0.0405,0.0015,0.0011,0.0267,18.3312,0.001,1.0259,1
4233,frozenset({'902453'}),"frozenset({'902449', '902452', '902450'})",0.025,0.002,0.0011,0.0433,21.4586,0.001,1.0431,1
4234,frozenset({'902452'}),"frozenset({'902449', '902453', '902450'})",0.0079,0.0063,0.0011,0.1371,21.6808,0.001,1.1516,1
4235,frozenset({'902450'}),"frozenset({'902449', '902453', '902452'})",0.0455,0.0017,0.0011,0.0238,13.9756,0.001,1.0226,1
4236,"frozenset({'902457', '902449'})",frozenset({'902452'}),0.0057,0.0079,0.0013,0.2312,29.3348,0.0013,1.2904,2
4237,"frozenset({'902457', '902452'})",frozenset({'902449'}),0.0022,0.0405,0.0013,0.5897,14.5584,0.0012,2.3388,2
4238,"frozenset({'902449', '902452'})",frozenset({'902457'}),0.0034,0.0143,0.0013,0.3948,27.5747,0.0013,1.6288,2
4239,frozenset({'902457'}),"frozenset({'902449', '902452'})",0.0143,0.0034,0.0013,0.0926,27.5747,0.0013,1.0983,1
4240,frozenset({'902449'}),"frozenset({'902457', '902452'})",0.0405,0.0022,0.0013,0.0327,14.5584,0.0012,1.0315,1
4241,frozenset({'902452'}),"frozenset({'902457', '902449'})",0.0079,0.0057,0.0013,0.1682,29.3348,0.0013,1.1953,1
4242,"frozenset({'902457', '902452'})",frozenset({'902450'}),0.0022,0.0455,0.0012,0.5128,11.276,0.0011,1.9593,2
4243,"frozenset({'902457', '902450'})",frozenset({'902452'}),0.0052,0.0079,0.0012,0.2198,27.8912,0.0011,1.2716,2
4244,"frozenset({'902452', '902450'})",frozenset({'902457'}),0.0031,0.0143,0.0012,0.3756,26.2295,0.0011,1.5786,2
4245,frozenset({'902457'}),"frozenset({'902452', '902450'})",0.0143,0.0031,0.0012,0.0805,26.2295,0.0011,1.0842,1
4246,frozenset({'902452'}),"frozenset({'902457', '902450'})",0.0079,0.0052,0.0012,0.1463,27.8912,0.0011,1.1652,1
4247,frozenset({'902450'}),"frozenset({'902457', '902452'})",0.0455,0.0022,0.0012,0.0253,11.276,0.0011,1.0237,1
4248,"frozenset({'902457', '902453'})",frozenset({'902452'}),0.0051,0.0079,0.0011,0.2181,27.6818,0.0011,1.2689,2
4249,"frozenset({'902457', '902452'})",frozenset({'902453'}),0.0022,0.025,0.0011,0.4936,19.7712,0.0011,1.9254,2
4250,"frozenset({'902453', '902452'})",frozenset({'902457'}),0.0027,0.0143,0.0011,0.4118,28.756,0.0011,1.6757,2
4251,frozenset({'902457'}),"frozenset({'902453', '902452'})",0.0143,0.0027,0.0011,0.0775,28.756,0.0011,1.081,1
4252,frozenset({'902453'}),"frozenset({'902457', '902452'})",0.025,0.0022,0.0011,0.0444,19.7712,0.0011,1.0441,1
4253,frozenset({'902452'}),"frozenset({'902457', '902453'})",0.0079,0.0051,0.0011,0.1408,27.6818,0.0011,1.1579,1
4254,"frozenset({'902457', '902452'})",frozenset({'902456'}),0.0022,0.018,0.0012,0.5192,28.7887,0.0011,2.0425,2
4255,"frozenset({'902457', '902456'})",frozenset({'902452'}),0.0041,0.0079,0.0012,0.2812,35.692,0.0011,1.3803,2
4256,"frozenset({'902456', '902452'})",frozenset({'902457'}),0.0025,0.0143,0.0012,0.4655,32.5099,0.0011,1.8442,2
4257,frozenset({'902457'}),"frozenset({'902456', '902452'})",0.0143,0.0025,0.0012,0.0815,32.5099,0.0011,1.086,1
4258,frozenset({'902452'}),"frozenset({'902457', '902456'})",0.0079,0.0041,0.0012,0.1481,35.692,0.0011,1.1689,1
4259,frozenset({'902456'}),"frozenset({'902457', '902452'})",0.018,0.0022,0.0012,0.0647,28.7887,0.0011,1.0668,1
4260,"frozenset({'902449', '902452'})",frozenset({'902454'}),0.0034,0.0168,0.0017,0.5193,30.9967,0.0017,2.0455,2
4261,"frozenset({'902449', '902454'})",frozenset({'902452'}),0.0068,0.0079,0.0017,0.2564,32.5328,0.0017,1.3341,2
4262,"frozenset({'902452', '902454'})",frozenset({'902449'}),0.0029,0.0405,0.0017,0.608,15.0101,0.0016,2.4479,2
4263,frozenset({'902449'}),"frozenset({'902452', '902454'})",0.0405,0.0029,0.0017,0.043,15.0101,0.0016,1.042,1
4264,frozenset({'902452'}),"frozenset({'902449', '902454'})",0.0079,0.0068,0.0017,0.2212,32.5328,0.0017,1.2753,1
4265,frozenset({'902454'}),"frozenset({'902449', '902452'})",0.0168,0.0034,0.0017,0.104,30.9967,0.0017,1.1124,1
4266,"frozenset({'902452', '902454'})",frozenset({'902450'}),0.0029,0.0455,0.0015,0.5126,11.2704,0.0013,1.9582,2
4267,"frozenset({'902452', '902450'})",frozenset({'902454'}),0.0031,0.0168,0.0015,0.4789,28.5829,0.0014,1.8868,2
4268,"frozenset({'902454', '902450'})",frozenset({'902452'}),0.008,0.0079,0.0015,0.1848,23.4498,0.0014,1.217,2
4269,frozenset({'902452'}),"frozenset({'902454', '902450'})",0.0079,0.008,0.0015,0.1865,23.4498,0.0014,1.2194,1
4270,frozenset({'902454'}),"frozenset({'902452', '902450'})",0.0168,0.0031,0.0015,0.0877,28.5829,0.0014,1.0928,1
4271,frozenset({'902450'}),"frozenset({'902452', '902454'})",0.0455,0.0029,0.0015,0.0323,11.2704,0.0013,1.0304,1
4272,"frozenset({'902449', '902452', '902454'})",frozenset({'902450'}),0.0017,0.0455,0.0012,0.6777,14.9011,0.0011,2.9615,3
4273,"frozenset({'902449', '902452', '902450'})",frozenset({'902454'}),0.002,0.0168,0.0012,0.5857,34.96,0.0011,2.3734,3
4274,"frozenset({'902449', '902454', '902450'})",frozenset({'902452'}),0.0045,0.0079,0.0012,0.262,33.2467,0.0011,1.3443,3
4275,"frozenset({'902452', '902454', '902450'})",frozenset({'902449'}),0.0015,0.0405,0.0012,0.8039,19.8456,0.0011,4.8934,3
4276,"frozenset({'902449', '902452'})","frozenset({'902454', '902450'})",0.0034,0.008,0.0012,0.3519,44.2573,0.0012,1.5308,2
4277,"frozenset({'902449', '902454'})","frozenset({'902452', '902450'})",0.0068,0.0031,0.0012,0.1737,56.6185,0.0012,1.2065,2
4278,"frozenset({'902449', '902450'})","frozenset({'902452', '902454'})",0.0192,0.0029,0.0012,0.0616,21.4906,0.0011,1.0626,2
4279,"frozenset({'902452', '902454'})","frozenset({'902449', '902450'})",0.0029,0.0192,0.0012,0.4121,21.4906,0.0011,1.6682,2
4280,"frozenset({'902452', '902450'})","frozenset({'902449', '902454'})",0.0031,0.0068,0.0012,0.385,56.6185,0.0012,1.6149,2
4281,"frozenset({'902454', '902450'})","frozenset({'902449', '902452'})",0.008,0.0034,0.0012,0.1486,44.2573,0.0012,1.1705,2
4282,frozenset({'902449'}),"frozenset({'902452', '902454', '902450'})",0.0405,0.0015,0.0012,0.0292,19.8456,0.0011,1.0285,1
4283,frozenset({'902452'}),"frozenset({'902449', '902454', '902450'})",0.0079,0.0045,0.0012,0.1499,33.2467,0.0011,1.171,1
4284,frozenset({'902454'}),"frozenset({'902449', '902452', '902450'})",0.0168,0.002,0.0012,0.0705,34.96,0.0011,1.0737,1
4285,frozenset({'902450'}),"frozenset({'902449', '902452', '902454'})",0.0455,0.0017,0.0012,0.026,14.9011,0.0011,1.0249,1
4286,"frozenset({'902449', '902452'})",frozenset({'902451'}),0.0034,0.0168,0.0011,0.3391,20.1336,0.0011,1.4875,2
4287,"frozenset({'902449', '902451'})",frozenset({'902452'}),0.0083,0.0079,0.0011,0.1372,17.4054,0.0011,1.1498,2
4288,"frozenset({'902451', '902452'})",frozenset({'902449'}),0.0016,0.0405,0.0011,0.7054,17.4124,0.0011,3.2565,2
4289,frozenset({'902449'}),"frozenset({'902451', '902452'})",0.0405,0.0016,0.0011,0.0281,17.4124,0.0011,1.0272,1
4290,frozenset({'902452'}),"frozenset({'902449', '902451'})",0.0079,0.0083,0.0011,0.1444,17.4054,0.0011,1.1591,1
4291,frozenset({'902451'}),"frozenset({'902449', '902452'})",0.0168,0.0034,0.0011,0.0676,20.1336,0.0011,1.0689,1
4292,"frozenset({'902451', '902453'})",frozenset({'902452'}),0.0069,0.0079,0.0011,0.1618,20.5287,0.0011,1.1836,2
4293,"frozenset({'902451', '902452'})",frozenset({'902453'}),0.0016,0.025,0.0011,0.6875,27.5385,0.0011,3.1201,2
4294,"frozenset({'902453', '902452'})",frozenset({'902451'}),0.0027,0.0168,0.0011,0.4118,24.4512,0.0011,1.6714,2
4295,frozenset({'902451'}),"frozenset({'902453', '902452'})",0.0168,0.0027,0.0011,0.0659,24.4512,0.0011,1.0676,1
4296,frozenset({'902453'}),"frozenset({'902451', '902452'})",0.025,0.0016,0.0011,0.0444,27.5385,0.0011,1.0448,1
4297,frozenset({'902452'}),"frozenset({'902451', '902453'})",0.0079,0.0069,0.0011,0.1408,20.5287,0.0011,1.1558,1
4298,"frozenset({'902449', '902452'})",frozenset({'902442'}),0.0034,0.0281,0.0014,0.4292,15.2627,0.0013,1.7026,2
4299,"frozenset({'902449', '902442'})",frozenset({'902452'}),0.0103,0.0079,0.0014,0.1397,17.7242,0.0014,1.1532,2
4300,"frozenset({'902452', '902442'})",frozenset({'902449'}),0.0021,0.0405,0.0014,0.6803,16.7932,0.0014,3.001,2
4301,frozenset({'902449'}),"frozenset({'902452', '902442'})",0.0405,0.0021,0.0014,0.0356,16.7932,0.0014,1.0347,1
4302,frozenset({'902452'}),"frozenset({'902449', '902442'})",0.0079,0.0103,0.0014,0.1828,17.7242,0.0014,1.2111,1
4303,frozenset({'902442'}),"frozenset({'902449', '902452'})",0.0281,0.0034,0.0014,0.0512,15.2627,0.0013,1.0505,1
4304,"frozenset({'902452', '902442'})",frozenset({'902450'}),0.0021,0.0455,0.0014,0.6463,14.2101,0.0013,2.6984,2
4305,"frozenset({'902452', '902450'})",frozenset({'902442'}),0.0031,0.0281,0.0014,0.446,15.861,0.0013,1.7543,2
4306,"frozenset({'902442', '902450'})",frozenset({'902452'}),0.0113,0.0079,0.0014,0.1213,15.3972,0.0013,1.1291,2
4307,frozenset({'902452'}),"frozenset({'902442', '902450'})",0.0079,0.0113,0.0014,0.1737,15.3972,0.0013,1.1965,1
4308,frozenset({'902442'}),"frozenset({'902452', '902450'})",0.0281,0.0031,0.0014,0.0487,15.861,0.0013,1.0479,1
4309,frozenset({'902450'}),"frozenset({'902452', '902442'})",0.0455,0.0021,0.0014,0.0301,14.2101,0.0013,1.0288,1
4310,"frozenset({'902453', '902452'})",frozenset({'902442'}),0.0027,0.0281,0.0011,0.4064,14.453,0.001,1.6373,2
4311,"frozenset({'902453', '902442'})",frozenset({'902452'}),0.0064,0.0079,0.0011,0.1712,21.7225,0.001,1.197,2
4312,"frozenset({'902452', '902442'})",frozenset({'902453'}),0.0021,0.025,0.0011,0.517,20.7092,0.001,2.0187,2
4313,frozenset({'902453'}),"frozenset({'902452', '902442'})",0.025,0.0021,0.0011,0.0439,20.7092,0.001,1.0437,1
4314,frozenset({'902452'}),"frozenset({'902453', '902442'})",0.0079,0.0064,0.0011,0.1389,21.7225,0.001,1.1539,1
4315,frozenset({'902442'}),"frozenset({'902453', '902452'})",0.0281,0.0027,0.0011,0.0389,14.453,0.001,1.0377,1
4316,"frozenset({'902449', '902452', '902442'})",frozenset({'902450'}),0.0014,0.0455,0.0011,0.76,16.7111,0.001,3.9772,3
4317,"frozenset({'902449', '902452', '902450'})",frozenset({'902442'}),0.002,0.0281,0.0011,0.5429,19.3051,0.001,2.126,3
4318,"frozenset({'902449', '902442', '902450'})",frozenset({'902452'}),0.0067,0.0079,0.0011,0.1631,20.6969,0.001,1.1855,3
4319,"frozenset({'902452', '902442', '902450'})",frozenset({'902449'}),0.0014,0.0405,0.0011,0.8,19.7488,0.001,4.7975,3
4320,"frozenset({'902449', '902452'})","frozenset({'902442', '902450'})",0.0034,0.0113,0.0011,0.3262,28.9176,0.0011,1.4673,2
4321,"frozenset({'902449', '902442'})","frozenset({'902452', '902450'})",0.0103,0.0031,0.0011,0.1061,34.5929,0.0011,1.1153,2
4322,"frozenset({'902449', '902450'})","frozenset({'902452', '902442'})",0.0192,0.0021,0.0011,0.0571,26.964,0.0011,1.0583,2
4323,"frozenset({'902452', '902442'})","frozenset({'902449', '902450'})",0.0021,0.0192,0.0011,0.517,26.964,0.0011,2.0307,2
4324,"frozenset({'902452', '902450'})","frozenset({'902449', '902442'})",0.0031,0.0103,0.0011,0.3568,34.5929,0.0011,1.5387,2
4325,"frozenset({'902442', '902450'})","frozenset({'902449', '902452'})",0.0113,0.0034,0.0011,0.0971,28.9176,0.0011,1.1038,2
4326,frozenset({'902449'}),"frozenset({'902452', '902442', '902450'})",0.0405,0.0014,0.0011,0.027,19.7488,0.001,1.0264,1
4327,frozenset({'902452'}),"frozenset({'902449', '902442', '902450'})",0.0079,0.0067,0.0011,0.1389,20.6969,0.001,1.1536,1
4328,frozenset({'902442'}),"frozenset({'902449', '902452', '902450'})",0.0281,0.002,0.0011,0.0389,19.3051,0.001,1.0384,1
4329,frozenset({'902450'}),"frozenset({'902449', '902452', '902442'})",0.0455,0.0014,0.0011,0.0241,16.7111,0.001,1.0232,1
4330,"frozenset({'902452', '902405'})",frozenset({'902450'}),0.0018,0.0455,0.001,0.5669,12.4658,0.001,2.2041,2
4331,"frozenset({'902452', '902450'})",frozenset({'902405'}),0.0031,0.0611,0.001,0.338,5.5342,0.0008,1.4184,2
4332,"frozenset({'902405', '902450'})",frozenset({'902452'}),0.0118,0.0079,0.001,0.0877,11.1293,0.0009,1.0875,2
4333,frozenset({'902452'}),"frozenset({'902405', '902450'})",0.0079,0.0118,0.001,0.1316,11.1293,0.0009,1.138,1
4334,frozenset({'902405'}),"frozenset({'902452', '902450'})",0.0611,0.0031,0.001,0.017,5.5342,0.0008,1.0142,1
4335,frozenset({'902450'}),"frozenset({'902452', '902405'})",0.0455,0.0018,0.001,0.0228,12.4658,0.001,1.0215,1
4336,"frozenset({'902449', '902452'})",frozenset({'902456'}),0.0034,0.018,0.0016,0.4721,26.1757,0.0015,1.8601,2
4337,"frozenset({'902449', '902456'})",frozenset({'902452'}),0.0086,0.0079,0.0016,0.1846,23.4221,0.0015,1.2167,2
4338,"frozenset({'902456', '902452'})",frozenset({'902449'}),0.0025,0.0405,0.0016,0.6322,15.6061,0.0015,2.6086,2
4339,frozenset({'902449'}),"frozenset({'902456', '902452'})",0.0405,0.0025,0.0016,0.0391,15.6061,0.0015,1.0381,1
4340,frozenset({'902452'}),"frozenset({'902449', '902456'})",0.0079,0.0086,0.0016,0.2011,23.4221,0.0015,1.241,1
4341,frozenset({'902456'}),"frozenset({'902449', '902452'})",0.018,0.0034,0.0016,0.0879,26.1757,0.0015,1.0926,1
4342,"frozenset({'902456', '902452'})",frozenset({'902450'}),0.0025,0.0455,0.0013,0.5172,11.3732,0.0012,1.9772,2
4343,"frozenset({'902456', '902450'})",frozenset({'902452'}),0.0078,0.0079,0.0013,0.1661,21.0728,0.0012,1.1897,2
4344,"frozenset({'902452', '902450'})",frozenset({'902456'}),0.0031,0.018,0.0013,0.4225,23.4274,0.0012,1.7005,2
4345,frozenset({'902456'}),"frozenset({'902452', '902450'})",0.018,0.0031,0.0013,0.0719,23.4274,0.0012,1.0741,1
4346,frozenset({'902452'}),"frozenset({'902456', '902450'})",0.0079,0.0078,0.0013,0.1645,21.0728,0.0012,1.1876,1
4347,frozenset({'902450'}),"frozenset({'902456', '902452'})",0.0455,0.0025,0.0013,0.0285,11.3732,0.0012,1.0268,1
4348,"frozenset({'902456', '902453'})",frozenset({'902452'}),0.0054,0.0079,0.0013,0.2308,29.2858,0.0012,1.2898,2
4349,"frozenset({'902456', '902452'})",frozenset({'902453'}),0.0025,0.025,0.0013,0.5,20.028,0.0012,1.9501,2
4350,"frozenset({'902453', '902452'})",frozenset({'902456'}),0.0027,0.018,0.0013,0.4652,25.7952,0.0012,1.8363,2
4351,frozenset({'902456'}),"frozenset({'902453', '902452'})",0.018,0.0027,0.0013,0.0695,25.7952,0.0012,1.0718,1
4352,frozenset({'902453'}),"frozenset({'902456', '902452'})",0.025,0.0025,0.0013,0.0502,20.028,0.0012,1.0502,1
4353,frozenset({'902452'}),"frozenset({'902456', '902453'})",0.0079,0.0054,0.0013,0.159,29.2858,0.0012,1.1827,1
4354,"frozenset({'902456', '902452'})",frozenset({'902454'}),0.0025,0.0168,0.0011,0.431,25.7275,0.001,1.7281,2
4355,"frozenset({'902456', '902454'})",frozenset({'902452'}),0.0053,0.0079,0.0011,0.2049,26.0051,0.001,1.2478,2
